geo_code,age_band,sex,population
3017055000,55-59,M,676
3017055000,55-59,F,750
3017055000,60-64,M,535
3017055000,60-64,F,577
3017055000,65-69,M,497
3017055000,65-69,F,589
3017055000,70-74,M,354
3017055000,70-74,F,475
3017055000,75-79,M,237
3017055000,75-79,F,318
3017055000,80-84,M,145
3017055000,80-84,F,229
3017055000,85-89,M,83
3017055000,85-89,F,164
3017055000,90-94,M,26
3017055000,90-94,F,62
3017055000,95-99,M,8
3017055000,95-99,F,18
3017055000,100+,M,0
3017055000,100+,F,2
3017055500,0-4,M,507
3017055500,0-4,F,454
3017055500,5-9,M,505
3017055500,5-9,F,425
3017055500,10-14,M,649
3017055500,10-14,F,616
3017055500,15-19,M,761
3017055500,15-19,F,723
3017055500,20-24,M,786
3017055500,20-24,F,959
3017055500,25-29,M,1479
3017055500,25-29,F,1807
3017055500,30-34,M,1725
3017055500,30-34,F,1711
3017055500,35-39,M,1357
3017055500,35-39,F,1176
3017055500,40-44,M,1123
3017055500,40-44,F,1159
3017055500,45-49,M,1224
3017055500,45-49,F,1349
3017055500,50-54,M,1191
3017055500,50-54,F,1290
3017055500,55-59,M,1143
3017055500,55-59,F,1159
3017055500,60-64,M,852
3017055500,60-64,F,931
3017055500,65-69,M,777
3017055500,65-69,F,883
3017055500,70-74,M,466
3017055500,70-74,F,564
3017055500,75-79,M,257
3017055500,75-79,F,361
3017055500,80-84,M,193
3017055500,80-84,F,271
3017055500,85-89,M,79
3017055500,85-89,F,154
3017055500,90-94,M,31
3017055500,90-94,F,65
3017055500,95-99,M,2
3017055500,95-99,F,13
3017055500,100+,M,0
3017055500,100+,F,2
3017056000,0-4,M,117
3017056000,0-4,F,135
3017056000,5-9,M,137
3017056000,5-9,F,156
3017056000,10-14,M,280
3017056000,10-14,F,285
3017056000,15-19,M,315
3017056000,15-19,F,323
3017056000,20-24,M,473
3017056000,20-24,F,734
3017056000,25-29,M,1234
3017056000,25-29,F,1515
3017056000,30-34,M,1290
3017056000,30-34,F,1131
3017056000,35-39,M,726
3017056000,35-39,F,599
3017056000,40-44,M,663
3017056000,40-44,F,533
3017056000,45-49,M,700
3017056000,45-49,F,588
3017056000,50-54,M,636
3017056000,50-54,F,626
3017056000,55-59,M,630
3017056000,55-59,F,604
3017056000,60-64,M,434
3017056000,60-64,F,491
3017056000,65-69,M,465
3017056000,65-69,F,542
3017056000,70-74,M,314
3017056000,70-74,F,366
3017056000,75-79,M,218
3017056000,75-79,F,277
3017056000,80-84,M,124
3017056000,80-84,F,187
3017056000,85-89,M,59
3017056000,85-89,F,103
3017056000,90-94,M,22
3017056000,90-94,F,38
3017056000,95-99,M,1
3017056000,95-99,F,12
3017056000,100+,M,1
3017056000,100+,F,1
3017057000,0-4,M,97
3017057000,0-4,F,87
3017057000,5-9,M,134
3017057000,5-9,F,103
3017057000,10-14,M,229
3017057000,10-14,F,189
3017057000,15-19,M,210
3017057000,15-19,F,234
3017057000,20-24,M,244
3017057000,20-24,F,264
3017057000,25-29,M,308
3017057000,25-29,F,340
3017057000,30-34,M,353
3017057000,30-34,F,301
3017057000,35-39,M,274
3017057000,35-39,F,238
3017057000,40-44,M,313
3017057000,40-44,F,301
3017057000,45-49,M,376
3017057000,45-49,F,378
3017057000,50-54,M,392
3017057000,50-54,F,437
3017057000,55-59,M,443
3017057000,55-59,F,518
3017057000,60-64,M,378
3017057000,60-64,F,388
3017057000,65-69,M,365
3017057000,65-69,F,495
3017057000,70-74,M,289
3017057000,70-74,F,382
3017057000,75-79,M,227
3017057000,75-79,F,302
3017057000,80-84,M,151
3017057000,80-84,F,198
3017057000,85-89,M,74
3017057000,85-89,F,111
3017057000,90-94,M,25
3017057000,90-94,F,50
3017057000,95-99,M,1
3017057000,95-99,F,7
3017057000,100+,M,0
3017057000,100+,F,1
3017057500,0-4,M,214
3017057500,0-4,F,194
3017057500,5-9,M,305
3017057500,5-9,F,308
3017057500,10-14,M,490
3017057500,10-14,F,490
3017057500,15-19,M,553
3017057500,15-19,F,622
3017057500,20-24,M,510
3017057500,20-24,F,550
3017057500,25-29,M,645
3017057500,25-29,F,663
3017057500,30-34,M,709
3017057500,30-34,F,580
3017057500,35-39,M,526
3017057500,35-39,F,514
3017057500,40-44,M,621
3017057500,40-44,F,691
3017057500,45-49,M,836
3017057500,45-49,F,861
3017057500,50-54,M,861
3017057500,50-54,F,994
3017057500,55-59,M,907
3017057500,55-59,F,1017
3017057500,60-64,M,787
3017057500,60-64,F,910
3017057500,65-69,M,758
3017057500,65-69,F,969
3017057500,70-74,M,572
3017057500,70-74,F,719
3017057500,75-79,M,418
3017057500,75-79,F,479
3017057500,80-84,M,259
3017057500,80-84,F,338
3017057500,85-89,M,121
3017057500,85-89,F,186
3017057500,90-94,M,33
3017057500,90-94,F,88
3017057500,95-99,M,2
3017057500,95-99,F,24
3017057500,100+,M,0
3017057500,100+,F,3
3017058100,0-4,M,163
3017058100,0-4,F,145
3017058100,5-9,M,144
3017058100,5-9,F,157
3017058100,10-14,M,298
3017058100,10-14,F,290
3017058100,15-19,M,360
3017058100,15-19,F,345
3017058100,20-24,M,602
3017058100,20-24,F,731
3017058100,25-29,M,1343
3017058100,25-29,F,1226
3017058100,30-34,M,1262
3017058100,30-34,F,893
3017058100,35-39,M,792
3017058100,35-39,F,560
3017058100,40-44,M,701
3017058100,40-44,F,563
3017058100,45-49,M,682
3017058100,45-49,F,639
3017058100,50-54,M,746
3017058100,50-54,F,747
3017058100,55-59,M,781
3017058100,55-59,F,836
3017058100,60-64,M,697
3017058100,60-64,F,745
3017058100,65-69,M,762
3017058100,65-69,F,876
3017058100,70-74,M,501
3017058100,70-74,F,606
3017058100,75-79,M,288
3017058100,75-79,F,334
3017058100,80-84,M,172
3017058100,80-84,F,224
3017058100,85-89,M,73
3017058100,85-89,F,137
3017058100,90-94,M,25
3017058100,90-94,F,67
3017058100,95-99,M,6
3017058100,95-99,F,17
3017058100,100+,M,1
3017058100,100+,F,2
3017058200,0-4,M,216
3017058200,0-4,F,191
3017058200,5-9,M,215
3017058200,5-9,F,209
3017058200,10-14,M,354
3017058200,10-14,F,323
3017058200,15-19,M,426
3017058200,15-19,F,446
3017058200,20-24,M,693
3017058200,20-24,F,910
3017058200,25-29,M,1509
3017058200,25-29,F,1485
3017058200,30-34,M,1546
3017058200,30-34,F,1140
3017058200,35-39,M,984
3017058200,35-39,F,763
3017058200,40-44,M,820
3017058200,40-44,F,692
3017058200,45-49,M,791
3017058200,45-49,F,754
3017058200,50-54,M,874
3017058200,50-54,F,882
3017058200,55-59,M,891
3017058200,55-59,F,983
3017058200,60-64,M,745
3017058200,60-64,F,813
3017058200,65-69,M,707
3017058200,65-69,F,793
3017058200,70-74,M,401
3017058200,70-74,F,452
3017058200,75-79,M,212
3017058200,75-79,F,262
3017058200,80-84,M,133
3017058200,80-84,F,158
3017058200,85-89,M,63
3017058200,85-89,F,125
3017058200,90-94,M,18
3017058200,90-94,F,53
3017058200,95-99,M,2
3017058200,95-99,F,11
3017058200,100+,M,0
3017058200,100+,F,0
3017058600,0-4,M,69
3017058600,0-4,F,58
3017058600,5-9,M,48
3017058600,5-9,F,59
3017058600,10-14,M,103
3017058600,10-14,F,102
3017058600,15-19,M,144
3017058600,15-19,F,128
3017058600,20-24,M,389
3017058600,20-24,F,445
3017058600,25-29,M,1150
3017058600,25-29,F,804
3017058600,30-34,M,889
3017058600,30-34,F,556
3017058600,35-39,M,442
3017058600,35-39,F,271
3017058600,40-44,M,352
3017058600,40-44,F,260
3017058600,45-49,M,405
3017058600,45-49,F,228
3017058600,50-54,M,405
3017058600,50-54,F,328
3017058600,55-59,M,443
3017058600,55-59,F,399
3017058600,60-64,M,387
3017058600,60-64,F,366
3017058600,65-69,M,354
3017058600,65-69,F,350
3017058600,70-74,M,216
3017058600,70-74,F,243
3017058600,75-79,M,132
3017058600,75-79,F,162
3017058600,80-84,M,78
3017058600,80-84,F,108
3017058600,85-89,M,43
3017058600,85-89,F,85
3017058600,90-94,M,8
3017058600,90-94,F,31
3017058600,95-99,M,2
3017058600,95-99,F,11
3017058600,100+,M,0
3017058600,100+,F,1
3017058700,0-4,M,101
3017058700,0-4,F,111
3017058700,5-9,M,154
3017058700,5-9,F,136
3017058700,10-14,M,228
3017058700,10-14,F,269
3017058700,15-19,M,297
3017058700,15-19,F,282
3017058700,20-24,M,251
3017058700,20-24,F,225
3017058700,25-29,M,421
3017058700,25-29,F,354
3017058700,30-34,M,394
3017058700,30-34,F,318
3017058700,35-39,M,329
3017058700,35-39,F,299
3017058700,40-44,M,317
3017058700,40-44,F,380
3017058700,45-49,M,381
3017058700,45-49,F,410
3017058700,50-54,M,467
3017058700,50-54,F,533
3017058700,55-59,M,608
3017058700,55-59,F,655
3017058700,60-64,M,567
3017058700,60-64,F,682
3017058700,65-69,M,679
3017058700,65-69,F,728
3017058700,70-74,M,477
3017058700,70-74,F,501
3017058700,75-79,M,282
3017058700,75-79,F,340
3017058700,80-84,M,148
3017058700,80-84,F,297
3017058700,85-89,M,87
3017058700,85-89,F,235
3017058700,90-94,M,35
3017058700,90-94,F,105
3017058700,95-99,M,4
3017058700,95-99,F,33
3017058700,100+,M,1
3017058700,100+,F,2
3017058800,0-4,M,310
3017058800,0-4,F,249
3017058800,5-9,M,354
3017058800,5-9,F,303
3017058800,10-14,M,552
3017058800,10-14,F,492
3017058800,15-19,M,617
3017058800,15-19,F,538
3017058800,20-24,M,554
3017058800,20-24,F,407
3017058800,25-29,M,547
3017058800,25-29,F,461
3017058800,30-34,M,576
3017058800,30-34,F,599
3017058800,35-39,M,621
3017058800,35-39,F,610
3017058800,40-44,M,618
3017058800,40-44,F,726
3017058800,45-49,M,680
3017058800,45-49,F,792
3017058800,50-54,M,742
3017058800,50-54,F,856
3017058800,55-59,M,760
3017058800,55-59,F,934
3017058800,60-64,M,749
3017058800,60-64,F,958
3017058800,65-69,M,854
3017058800,65-69,F,890
3017058800,70-74,M,496
3017058800,70-74,F,536
3017058800,75-79,M,227
3017058800,75-79,F,281
3017058800,80-84,M,154
3017058800,80-84,F,183
3017058800,85-89,M,68
3017058800,85-89,F,131
3017058800,90-94,M,21
3017058800,90-94,F,76
3017058800,95-99,M,4
3017058800,95-99,F,13
3017058800,100+,M,0
3017058800,100+,F,0
3017059000,0-4,M,77
3017059000,0-4,F,67
3017059000,5-9,M,106
3017059000,5-9,F,82
3017059000,10-14,M,201
3017059000,10-14,F,169
3017059000,15-19,M,230
3017059000,15-19,F,215
3017059000,20-24,M,226
3017059000,20-24,F,201
3017059000,25-29,M,294
3017059000,25-29,F,230
3017059000,30-34,M,313
3017059000,30-34,F,259
3017059000,35-39,M,238
3017059000,35-39,F,204
3017059000,40-44,M,267
3017059000,40-44,F,242
3017059000,45-49,M,340
3017059000,45-49,F,334
3017059000,50-54,M,418
3017059000,50-54,F,366
3017059000,55-59,M,463
3017059000,55-59,F,498
3017059000,60-64,M,425
3017059000,60-64,F,506
3017059000,65-69,M,462
3017059000,65-69,F,542
3017059000,70-74,M,327
3017059000,70-74,F,397
3017059000,75-79,M,228
3017059000,75-79,F,278
3017059000,80-84,M,132
3017059000,80-84,F,216
3017059000,85-89,M,67
3017059000,85-89,F,117
3017059000,90-94,M,21
3017059000,90-94,F,60
3017059000,95-99,M,4
3017059000,95-99,F,6
3017059000,100+,M,0
3017059000,100+,F,3
3017059300,0-4,M,905
3017059300,0-4,F,813
3017059300,5-9,M,1222
3017059300,5-9,F,1189
3017059300,10-14,M,1546
3017059300,10-14,F,1483
3017059300,15-19,M,1195
3017059300,15-19,F,1161
3017059300,20-24,M,1039
3017059300,20-24,F,1112
3017059300,25-29,M,944
3017059300,25-29,F,1040
3017059300,30-34,M,1243
3017059300,30-34,F,1415
3017059300,35-39,M,1336
3017059300,35-39,F,1567
3017059300,40-44,M,1778
3017059300,40-44,F,1891
3017059300,45-49,M,1756
3017059300,45-49,F,1893
3017059300,50-54,M,1542
3017059300,50-54,F,1451
3017059300,55-59,M,1101
3017059300,55-59,F,1167
3017059300,60-64,M,812
3017059300,60-64,F,829
3017059300,65-69,M,654
3017059300,65-69,F,739
3017059300,70-74,M,385
3017059300,70-74,F,400
3017059300,75-79,M,214
3017059300,75-79,F,205
3017059300,80-84,M,75
3017059300,80-84,F,104
3017059300,85-89,M,42
3017059300,85-89,F,76
3017059300,90-94,M,12
3017059300,90-94,F,30
3017059300,95-99,M,4
3017059300,95-99,F,8
3017059300,100+,M,0
3017059300,100+,F,0
3017059600,0-4,M,154
3017059600,0-4,F,148
3017059600,5-9,M,200
3017059600,5-9,F,196
3017059600,10-14,M,328
3017059600,10-14,F,302
3017059600,15-19,M,361
3017059600,15-19,F,377
3017059600,20-24,M,496
3017059600,20-24,F,576
3017059600,25-29,M,588
3017059600,25-29,F,700
3017059600,30-34,M,561
3017059600,30-34,F,575
3017059600,35-39,M,382
3017059600,35-39,F,380
3017059600,40-44,M,396
3017059600,40-44,F,433
3017059600,45-49,M,417
3017059600,45-49,F,514
3017059600,50-54,M,483
3017059600,50-54,F,642
3017059600,55-59,M,617
3017059600,55-59,F,741
3017059600,60-64,M,535
3017059600,60-64,F,638
3017059600,65-69,M,471
3017059600,65-69,F,511
3017059600,70-74,M,302
3017059600,70-74,F,294
3017059600,75-79,M,166
3017059600,75-79,F,235
3017059600,80-84,M,105
3017059600,80-84,F,183
3017059600,85-89,M,73
3017059600,85-89,F,111
3017059600,90-94,M,13
3017059600,90-94,F,60
3017059600,95-99,M,4
3017059600,95-99,F,10
3017059600,100+,M,1
3017059600,100+,F,1
3017059700,0-4,M,754
3017059700,0-4,F,768
3017059700,5-9,M,1063
3017059700,5-9,F,1007
3017059700,10-14,M,1580
3017059700,10-14,F,1612
3017059700,15-19,M,1431
3017059700,15-19,F,1387
3017059700,20-24,M,1406
3017059700,20-24,F,1461
3017059700,25-29,M,1548
3017059700,25-29,F,1387
3017059700,30-34,M,1653
3017059700,30-34,F,1669
3017059700,35-39,M,1533
3017059700,35-39,F,1543
3017059700,40-44,M,1880
3017059700,40-44,F,2032
3017059700,45-49,M,1984
3017059700,45-49,F,2193
3017059700,50-54,M,2034
3017059700,50-54,F,2358
3017059700,55-59,M,1967
3017059700,55-59,F,2082
3017059700,60-64,M,1399
3017059700,60-64,F,1398
3017059700,65-69,M,1035
3017059700,65-69,F,1222
3017059700,70-74,M,628
3017059700,70-74,F,791
3017059700,75-79,M,426
3017059700,75-79,F,511
3017059700,80-84,M,237
3017059700,80-84,F,348
3017059700,85-89,M,89
3017059700,85-89,F,231
3017059700,90-94,M,35
3017059700,90-94,F,114
3017059700,95-99,M,9
3017059700,95-99,F,17
3017059700,100+,M,0
3017059700,100+,F,2
3017060000,0-4,M,3
3017060000,0-4,F,4
3017060000,5-9,M,30
3017060000,5-9,F,11
3017060000,10-14,M,26
3017060000,10-14,F,23
3017060000,15-19,M,37
3017060000,15-19,F,36
3017060000,20-24,M,34
3017060000,20-24,F,30
3017060000,25-29,M,48
3017060000,25-29,F,34
3017060000,30-34,M,52
3017060000,30-34,F,45
3017060000,35-39,M,59
3017060000,35-39,F,40
3017060000,40-44,M,71
3017060000,40-44,F,54
3017060000,45-49,M,100
3017060000,45-49,F,71
3017060000,50-54,M,116
3017060000,50-54,F,77
3017060000,55-59,M,170
3017060000,55-59,F,147
3017060000,60-64,M,220
3017060000,60-64,F,154
3017060000,65-69,M,218
3017060000,65-69,F,182
3017060000,70-74,M,185
3017060000,70-74,F,149
3017060000,75-79,M,121
3017060000,75-79,F,136
3017060000,80-84,M,88
3017060000,80-84,F,138
3017060000,85-89,M,54
3017060000,85-89,F,118
3017060000,90-94,M,15
3017060000,90-94,F,64
3017060000,95-99,M,2
3017060000,95-99,F,16
3017060000,100+,M,0
3017060000,100+,F,5
3017063000,0-4,M,140
3017063000,0-4,F,118
3017063000,5-9,M,535
3017063000,5-9,F,461
3017063000,10-14,M,919
3017063000,10-14,F,856
3017063000,15-19,M,808
3017063000,15-19,F,722
3017063000,20-24,M,403
3017063000,20-24,F,368
3017063000,25-29,M,293
3017063000,25-29,F,281
3017063000,30-34,M,228
3017063000,30-34,F,229
3017063000,35-39,M,276
3017063000,35-39,F,394
3017063000,40-44,M,630
3017063000,40-44,F,890
3017063000,45-49,M,974
3017063000,45-49,F,1123
3017063000,50-54,M,853
3017063000,50-54,F,801
3017063000,55-59,M,623
3017063000,55-59,F,559
3017063000,60-64,M,363
3017063000,60-64,F,325
3017063000,65-69,M,338
3017063000,65-69,F,332
3017063000,70-74,M,227
3017063000,70-74,F,269
3017063000,75-79,M,203
3017063000,75-79,F,220
3017063000,80-84,M,123
3017063000,80-84,F,135
3017063000,85-89,M,69
3017063000,85-89,F,96
3017063000,90-94,M,10
3017063000,90-94,F,41
3017063000,95-99,M,7
3017063000,95-99,F,7
3017063000,100+,M,0
3017063000,100+,F,0
3017064000,0-4,M,602
3017064000,0-4,F,557
3017064000,5-9,M,587
3017064000,5-9,F,608
3017064000,10-14,M,876
3017064000,10-14,F,795
3017064000,15-19,M,853
3017064000,15-19,F,796
3017064000,20-24,M,844
3017064000,20-24,F,820
3017064000,25-29,M,1157
3017064000,25-29,F,1433
3017064000,30-34,M,1673
3017064000,30-34,F,1706
3017064000,35-39,M,1285
3017064000,35-39,F,1250
3017064000,40-44,M,1162
3017064000,40-44,F,1329
3017064000,45-49,M,1160
3017064000,45-49,F,1427
3017064000,50-54,M,1277
3017064000,50-54,F,1607
3017064000,55-59,M,1462
3017064000,55-59,F,1674
3017064000,60-64,M,1119
3017064000,60-64,F,1203
3017064000,65-69,M,983
3017064000,65-69,F,1074
3017064000,70-74,M,647
3017064000,70-74,F,633
3017064000,75-79,M,317
3017064000,75-79,F,336
3017064000,80-84,M,170
3017064000,80-84,F,250
3017064000,85-89,M,89
3017064000,85-89,F,176
3017064000,90-94,M,21
3017064000,90-94,F,76
3017064000,95-99,M,3
3017064000,95-99,F,16
3017064000,100+,M,1
3017064000,100+,F,3
3017065000,0-4,M,137
3017065000,0-4,F,148
3017065000,5-9,M,156
3017065000,5-9,F,138
3017065000,10-14,M,224
3017065000,10-14,F,208
3017065000,15-19,M,294
3017065000,15-19,F,267
3017065000,20-24,M,366
3017065000,20-24,F,301
3017065000,25-29,M,888
3017065000,25-29,F,527
3017065000,30-34,M,738
3017065000,30-34,F,573
3017065000,35-39,M,435
3017065000,35-39,F,378
3017065000,40-44,M,333
3017065000,40-44,F,348
3017065000,45-49,M,364
3017065000,45-49,F,440
3017065000,50-54,M,468
3017065000,50-54,F,532
3017065000,55-59,M,460
3017065000,55-59,F,542
3017065000,60-64,M,439
3017065000,60-64,F,470
3017065000,65-69,M,360
3017065000,65-69,F,389
3017065000,70-74,M,198
3017065000,70-74,F,202
3017065000,75-79,M,105
3017065000,75-79,F,126
3017065000,80-84,M,60
3017065000,80-84,F,99
3017065000,85-89,M,34
3017065000,85-89,F,56
3017065000,90-94,M,8
3017065000,90-94,F,39
3017065000,95-99,M,2
3017065000,95-99,F,3
3017065000,100+,M,0
3017065000,100+,F,2
3017066000,0-4,M,131
3017066000,0-4,F,112
3017066000,5-9,M,319
3017066000,5-9,F,308
3017066000,10-14,M,653
3017066000,10-14,F,575
3017066000,15-19,M,728
3017066000,15-19,F,631
3017066000,20-24,M,489
3017066000,20-24,F,473
3017066000,25-29,M,545
3017066000,25-29,F,533
3017066000,30-34,M,443
3017066000,30-34,F,381
3017066000,35-39,M,353
3017066000,35-39,F,384
3017066000,40-44,M,554
3017066000,40-44,F,691
3017066000,45-49,M,760
3017066000,45-49,F,905
3017066000,50-54,M,758
3017066000,50-54,F,870
3017066000,55-59,M,797
3017066000,55-59,F,846
3017066000,60-64,M,617
3017066000,60-64,F,646
3017066000,65-69,M,604
3017066000,65-69,F,742
3017066000,70-74,M,449
3017066000,70-74,F,561
3017066000,75-79,M,337
3017066000,75-79,F,425
3017066000,80-84,M,181
3017066000,80-84,F,277
3017066000,85-89,M,95
3017066000,85-89,F,182
3017066000,90-94,M,44
3017066000,90-94,F,80
3017066000,95-99,M,6
3017066000,95-99,F,26
3017066000,100+,M,0
3017066000,100+,F,4
3020052000,0-4,M,307
3020052000,0-4,F,329
3020052000,5-9,M,364
3020052000,5-9,F,329
3020052000,10-14,M,563
3020052000,10-14,F,493
3020052000,15-19,M,633
3020052000,15-19,F,580
3020052000,20-24,M,751
3020052000,20-24,F,619
3020052000,25-29,M,821
3020052000,25-29,F,785
3020052000,30-34,M,1028
3020052000,30-34,F,835
3020052000,35-39,M,829
3020052000,35-39,F,626
3020052000,40-44,M,860
3020052000,40-44,F,758
3020052000,45-49,M,956
3020052000,45-49,F,970
3020052000,50-54,M,1138
3020052000,50-54,F,1186
3020052000,55-59,M,1388
3020052000,55-59,F,1318
3020052000,60-64,M,1055
3020052000,60-64,F,1052
3020052000,65-69,M,959
3020052000,65-69,F,990
3020052000,70-74,M,597
3020052000,70-74,F,677
3020052000,75-79,M,391
3020052000,75-79,F,430
3020052000,80-84,M,227
3020052000,80-84,F,335
3020052000,85-89,M,134
3020052000,85-89,F,250
3020052000,90-94,M,26
3020052000,90-94,F,122
3020052000,95-99,M,3
3020052000,95-99,F,31
3020052000,100+,M,1
3020052000,100+,F,5
3020052600,0-4,M,503
3020052600,0-4,F,422
3020052600,5-9,M,452
3020052600,5-9,F,448
3020052600,10-14,M,491
3020052600,10-14,F,427
3020052600,15-19,M,434
3020052600,15-19,F,431
3020052600,20-24,M,1027
3020052600,20-24,F,765
3020052600,25-29,M,952
3020052600,25-29,F,587
3020052600,30-34,M,921
3020052600,30-34,F,854
3020052600,35-39,M,894
3020052600,35-39,F,793
3020052600,40-44,M,857
3020052600,40-44,F,801
3020052600,45-49,M,804
3020052600,45-49,F,720
3020052600,50-54,M,761
3020052600,50-54,F,772
3020052600,55-59,M,788
3020052600,55-59,F,903
3020052600,60-64,M,793
3020052600,60-64,F,852
3020052600,65-69,M,765
3020052600,65-69,F,715
3020052600,70-74,M,408
3020052600,70-74,F,362
3020052600,75-79,M,204
3020052600,75-79,F,162
3020052600,80-84,M,103
3020052600,80-84,F,115
3020052600,85-89,M,34
3020052600,85-89,F,72
3020052600,90-94,M,21
3020052600,90-94,F,61
3020052600,95-99,M,3
3020052600,95-99,F,12
3020052600,100+,M,0
3020052600,100+,F,3
3020052700,0-4,M,489
3020052700,0-4,F,482
3020052700,5-9,M,764
3020052700,5-9,F,715
3020052700,10-14,M,961
3020052700,10-14,F,955
3020052700,15-19,M,931
3020052700,15-19,F,842
3020052700,20-24,M,634
3020052700,20-24,F,550
3020052700,25-29,M,520
3020052700,25-29,F,522
3020052700,30-34,M,577
3020052700,30-34,F,688
3020052700,35-39,M,747
3020052700,35-39,F,975
3020052700,40-44,M,1091
3020052700,40-44,F,1210
3020052700,45-49,M,1136
3020052700,45-49,F,1259
3020052700,50-54,M,1057
3020052700,50-54,F,1195
3020052700,55-59,M,982
3020052700,55-59,F,1006
3020052700,60-64,M,791
3020052700,60-64,F,810
3020052700,65-69,M,705
3020052700,65-69,F,786
3020052700,70-74,M,412
3020052700,70-74,F,398
3020052700,75-79,M,202
3020052700,75-79,F,226
3020052700,80-84,M,94
3020052700,80-84,F,124
3020052700,85-89,M,47
3020052700,85-89,F,91
3020052700,90-94,M,14
3020052700,90-94,F,50
3020052700,95-99,M,3
3020052700,95-99,F,14
3020052700,100+,M,0
3020052700,100+,F,1
3020053000,0-4,M,186
3020053000,0-4,F,175
3020053000,5-9,M,121
3020053000,5-9,F,109
3020053000,10-14,M,174
3020053000,10-14,F,160
3020053000,15-19,M,254
3020053000,15-19,F,265
3020053000,20-24,M,764
3020053000,20-24,F,1035
3020053000,25-29,M,2242
3020053000,25-29,F,2174
3020053000,30-34,M,2254
3020053000,30-34,F,1565
3020053000,35-39,M,1202
3020053000,35-39,F,830
3020053000,40-44,M,863
3020053000,40-44,F,637
3020053000,45-49,M,807
3020053000,45-49,F,644
3020053000,50-54,M,912
3020053000,50-54,F,759
3020053000,55-59,M,1017
3020053000,55-59,F,960
3020053000,60-64,M,953
3020053000,60-64,F,897
3020053000,65-69,M,868
3020053000,65-69,F,868
3020053000,70-74,M,555
3020053000,70-74,F,576
3020053000,75-79,M,340
3020053000,75-79,F,419
3020053000,80-84,M,226
3020053000,80-84,F,309
3020053000,85-89,M,114
3020053000,85-89,F,213
3020053000,90-94,M,29
3020053000,90-94,F,90
3020053000,95-99,M,11
3020053000,95-99,F,25
3020053000,100+,M,1
3020053000,100+,F,4
3020054000,0-4,M,604
3020054000,0-4,F,576
3020054000,5-9,M,613
3020054000,5-9,F,672
3020054000,10-14,M,818
3020054000,10-14,F,761
3020054000,15-19,M,823
3020054000,15-19,F,844
3020054000,20-24,M,2667
3020054000,20-24,F,2427
3020054000,25-29,M,3304
3020054000,25-29,F,1884
3020054000,30-34,M,1968
3020054000,30-34,F,1373
3020054000,35-39,M,1471
3020054000,35-39,F,1217
3020054000,40-44,M,1336
3020054000,40-44,F,1211
3020054000,45-49,M,1235
3020054000,45-49,F,1227
3020054000,50-54,M,1284
3020054000,50-54,F,1270
3020054000,55-59,M,1266
3020054000,55-59,F,1355
3020054000,60-64,M,1184
3020054000,60-64,F,1284
3020054000,65-69,M,1206
3020054000,65-69,F,1286
3020054000,70-74,M,815
3020054000,70-74,F,760
3020054000,75-79,M,467
3020054000,75-79,F,472
3020054000,80-84,M,236
3020054000,80-84,F,318
3020054000,85-89,M,108
3020054000,85-89,F,217
3020054000,90-94,M,51
3020054000,90-94,F,113
3020054000,95-99,M,7
3020054000,95-99,F,24
3020054000,100+,M,1
3020054000,100+,F,4
3020054600,0-4,M,367
3020054600,0-4,F,355
3020054600,5-9,M,380
3020054600,5-9,F,350
3020054600,10-14,M,649
3020054600,10-14,F,616
3020054600,15-19,M,690
3020054600,15-19,F,666
3020054600,20-24,M,603
3020054600,20-24,F,484
3020054600,25-29,M,684
3020054600,25-29,F,676
3020054600,30-34,M,922
3020054600,30-34,F,824
3020054600,35-39,M,738
3020054600,35-39,F,628
3020054600,40-44,M,670
3020054600,40-44,F,738
3020054600,45-49,M,899
3020054600,45-49,F,1046
3020054600,50-54,M,901
3020054600,50-54,F,958
3020054600,55-59,M,853
3020054600,55-59,F,839
3020054600,60-64,M,597
3020054600,60-64,F,561
3020054600,65-69,M,501
3020054600,65-69,F,518
3020054600,70-74,M,344
3020054600,70-74,F,410
3020054600,75-79,M,196
3020054600,75-79,F,237
3020054600,80-84,M,147
3020054600,80-84,F,184
3020054600,85-89,M,66
3020054600,85-89,F,112
3020054600,90-94,M,16
3020054600,90-94,F,59
3020054600,95-99,M,2
3020054600,95-99,F,16
3020054600,100+,M,2
3020054600,100+,F,3
3020054700,0-4,M,332
3020054700,0-4,F,280
3020054700,5-9,M,422
3020054700,5-9,F,398
3020054700,10-14,M,630
3020054700,10-14,F,644
3020054700,15-19,M,800
3020054700,15-19,F,758
3020054700,20-24,M,680
3020054700,20-24,F,620
3020054700,25-29,M,749
3020054700,25-29,F,624
3020054700,30-34,M,748
3020054700,30-34,F,708
3020054700,35-39,M,664
3020054700,35-39,F,638
3020054700,40-44,M,735
3020054700,40-44,F,825
3020054700,45-49,M,936
3020054700,45-49,F,1132
3020054700,50-54,M,1046
3020054700,50-54,F,1115
3020054700,55-59,M,1064
3020054700,55-59,F,1129
3020054700,60-64,M,820
3020054700,60-64,F,767
3020054700,65-69,M,629
3020054700,65-69,F,675
3020054700,70-74,M,391
3020054700,70-74,F,455
3020054700,75-79,M,269
3020054700,75-79,F,315
3020054700,80-84,M,154
3020054700,80-84,F,274
3020054700,85-89,M,118
3020054700,85-89,F,197
3020054700,90-94,M,42
3020054700,90-94,F,89
3020054700,95-99,M,3
3020054700,95-99,F,21
3020054700,100+,M,0
