geo_code,age_band,sex,population
1285038000,15-19,F,44
1285038000,20-24,M,37
1285038000,20-24,F,22
1285038000,25-29,M,34
1285038000,25-29,F,31
1285038000,30-34,M,20
1285038000,30-34,F,22
1285038000,35-39,M,40
1285038000,35-39,F,34
1285038000,40-44,M,87
1285038000,40-44,F,59
1285038000,45-49,M,115
1285038000,45-49,F,56
1285038000,50-54,M,93
1285038000,50-54,F,74
1285038000,55-59,M,98
1285038000,55-59,F,72
1285038000,60-64,M,113
1285038000,60-64,F,115
1285038000,65-69,M,127
1285038000,65-69,F,129
1285038000,70-74,M,104
1285038000,70-74,F,83
1285038000,75-79,M,74
1285038000,75-79,F,81
1285038000,80-84,M,54
1285038000,80-84,F,88
1285038000,85-89,M,28
1285038000,85-89,F,78
1285038000,90-94,M,4
1285038000,90-94,F,36
1285038000,95-99,M,1
1285038000,95-99,F,10
1285038000,100+,M,0
1285038000,100+,F,1
1285039000,0-4,M,4
1285039000,0-4,F,2
1285039000,5-9,M,11
1285039000,5-9,F,4
1285039000,10-14,M,10
1285039000,10-14,F,6
1285039000,15-19,M,6
1285039000,15-19,F,3
1285039000,20-24,M,9
1285039000,20-24,F,6
1285039000,25-29,M,14
1285039000,25-29,F,11
1285039000,30-34,M,10
1285039000,30-34,F,8
1285039000,35-39,M,9
1285039000,35-39,F,8
1285039000,40-44,M,19
1285039000,40-44,F,12
1285039000,45-49,M,30
1285039000,45-49,F,11
1285039000,50-54,M,36
1285039000,50-54,F,20
1285039000,55-59,M,36
1285039000,55-59,F,20
1285039000,60-64,M,43
1285039000,60-64,F,37
1285039000,65-69,M,43
1285039000,65-69,F,36
1285039000,70-74,M,34
1285039000,70-74,F,40
1285039000,75-79,M,30
1285039000,75-79,F,39
1285039000,80-84,M,23
1285039000,80-84,F,27
1285039000,85-89,M,8
1285039000,85-89,F,25
1285039000,90-94,M,4
1285039000,90-94,F,14
1285039000,95-99,M,1
1285039000,95-99,F,1
1285039000,100+,M,0
1285039000,100+,F,0
1286025000,0-4,M,133
1286025000,0-4,F,147
1286025000,5-9,M,156
1286025000,5-9,F,199
1286025000,10-14,M,257
1286025000,10-14,F,215
1286025000,15-19,M,280
1286025000,15-19,F,247
1286025000,20-24,M,250
1286025000,20-24,F,187
1286025000,25-29,M,308
1286025000,25-29,F,215
1286025000,30-34,M,256
1286025000,30-34,F,228
1286025000,35-39,M,245
1286025000,35-39,F,226
1286025000,40-44,M,302
1286025000,40-44,F,297
1286025000,45-49,M,379
1286025000,45-49,F,351
1286025000,50-54,M,431
1286025000,50-54,F,383
1286025000,55-59,M,435
1286025000,55-59,F,379
1286025000,60-64,M,451
1286025000,60-64,F,434
1286025000,65-69,M,446
1286025000,65-69,F,462
1286025000,70-74,M,277
1286025000,70-74,F,320
1286025000,75-79,M,226
1286025000,75-79,F,260
1286025000,80-84,M,155
1286025000,80-84,F,260
1286025000,85-89,M,64
1286025000,85-89,F,176
1286025000,90-94,M,24
1286025000,90-94,F,79
1286025000,95-99,M,4
1286025000,95-99,F,14
1286025000,100+,M,1
1286025000,100+,F,1
1286031000,0-4,M,20
1286031000,0-4,F,19
1286031000,5-9,M,20
1286031000,5-9,F,12
1286031000,10-14,M,43
1286031000,10-14,F,31
1286031000,15-19,M,36
1286031000,15-19,F,46
1286031000,20-24,M,41
1286031000,20-24,F,22
1286031000,25-29,M,52
1286031000,25-29,F,27
1286031000,30-34,M,28
1286031000,30-34,F,26
1286031000,35-39,M,37
1286031000,35-39,F,36
1286031000,40-44,M,66
1286031000,40-44,F,44
1286031000,45-49,M,73
1286031000,45-49,F,54
1286031000,50-54,M,112
1286031000,50-54,F,71
1286031000,55-59,M,145
1286031000,55-59,F,106
1286031000,60-64,M,177
1286031000,60-64,F,131
1286031000,65-69,M,200
1286031000,65-69,F,166
1286031000,70-74,M,111
1286031000,70-74,F,114
1286031000,75-79,M,121
1286031000,75-79,F,133
1286031000,80-84,M,71
1286031000,80-84,F,121
1286031000,85-89,M,41
1286031000,85-89,F,115
1286031000,90-94,M,13
1286031000,90-94,F,46
1286031000,95-99,M,1
1286031000,95-99,F,6
1286031000,100+,M,0
1286031000,100+,F,1
1286032000,0-4,M,22
1286032000,0-4,F,16
1286032000,5-9,M,25
1286032000,5-9,F,27
1286032000,10-14,M,51
1286032000,10-14,F,58
1286032000,15-19,M,55
1286032000,15-19,F,56
1286032000,20-24,M,50
1286032000,20-24,F,35
1286032000,25-29,M,54
1286032000,25-29,F,42
1286032000,30-34,M,53
1286032000,30-34,F,26
1286032000,35-39,M,31
1286032000,35-39,F,44
1286032000,40-44,M,81
1286032000,40-44,F,57
1286032000,45-49,M,111
1286032000,45-49,F,66
1286032000,50-54,M,122
1286032000,50-54,F,87
1286032000,55-59,M,148
1286032000,55-59,F,114
1286032000,60-64,M,160
1286032000,60-64,F,159
1286032000,65-69,M,220
1286032000,65-69,F,211
1286032000,70-74,M,153
1286032000,70-74,F,169
1286032000,75-79,M,120
1286032000,75-79,F,131
1286032000,80-84,M,63
1286032000,80-84,F,147
1286032000,85-89,M,48
1286032000,85-89,F,112
1286032000,90-94,M,13
1286032000,90-94,F,47
1286032000,95-99,M,4
1286032000,95-99,F,17
1286032000,100+,M,0
1286032000,100+,F,2
1286033000,0-4,M,19
1286033000,0-4,F,15
1286033000,5-9,M,20
1286033000,5-9,F,23
1286033000,10-14,M,29
1286033000,10-14,F,23
1286033000,15-19,M,40
1286033000,15-19,F,32
1286033000,20-24,M,41
1286033000,20-24,F,26
1286033000,25-29,M,58
1286033000,25-29,F,38
1286033000,30-34,M,44
1286033000,30-34,F,29
1286033000,35-39,M,44
1286033000,35-39,F,39
1286033000,40-44,M,71
1286033000,40-44,F,40
1286033000,45-49,M,101
1286033000,45-49,F,47
1286033000,50-54,M,141
1286033000,50-54,F,90
1286033000,55-59,M,165
1286033000,55-59,F,123
1286033000,60-64,M,201
1286033000,60-64,F,167
1286033000,65-69,M,218
1286033000,65-69,F,215
1286033000,70-74,M,156
1286033000,70-74,F,136
1286033000,75-79,M,130
1286033000,75-79,F,165
1286033000,80-84,M,86
1286033000,80-84,F,148
1286033000,85-89,M,59
1286033000,85-89,F,132
1286033000,90-94,M,15
1286033000,90-94,F,49
1286033000,95-99,M,3
1286033000,95-99,F,24
1286033000,100+,M,1
1286033000,100+,F,1
1286034000,0-4,M,14
1286034000,0-4,F,18
1286034000,5-9,M,11
1286034000,5-9,F,22
1286034000,10-14,M,28
1286034000,10-14,F,28
1286034000,15-19,M,43
1286034000,15-19,F,48
1286034000,20-24,M,42
1286034000,20-24,F,31
1286034000,25-29,M,42
1286034000,25-29,F,40
1286034000,30-34,M,39
1286034000,30-34,F,29
1286034000,35-39,M,26
1286034000,35-39,F,43
1286034000,40-44,M,61
1286034000,40-44,F,37
1286034000,45-49,M,67
1286034000,45-49,F,42
1286034000,50-54,M,116
1286034000,50-54,F,83
1286034000,55-59,M,183
1286034000,55-59,F,120
1286034000,60-64,M,208
1286034000,60-64,F,144
1286034000,65-69,M,201
1286034000,65-69,F,187
1286034000,70-74,M,144
1286034000,70-74,F,133
1286034000,75-79,M,142
1286034000,75-79,F,174
1286034000,80-84,M,87
1286034000,80-84,F,168
1286034000,85-89,M,54
1286034000,85-89,F,152
1286034000,90-94,M,16
1286034000,90-94,F,54
1286034000,95-99,M,4
1286034000,95-99,F,16
1286034000,100+,M,0
1286034000,100+,F,1
1286035000,0-4,M,13
1286035000,0-4,F,7
1286035000,5-9,M,20
1286035000,5-9,F,18
1286035000,10-14,M,30
1286035000,10-14,F,32
1286035000,15-19,M,25
1286035000,15-19,F,29
1286035000,20-24,M,22
1286035000,20-24,F,19
1286035000,25-29,M,45
1286035000,25-29,F,26
1286035000,30-34,M,43
1286035000,30-34,F,20
1286035000,35-39,M,30
1286035000,35-39,F,21
1286035000,40-44,M,47
1286035000,40-44,F,31
1286035000,45-49,M,67
1286035000,45-49,F,33
1286035000,50-54,M,97
1286035000,50-54,F,53
1286035000,55-59,M,158
1286035000,55-59,F,94
1286035000,60-64,M,182
1286035000,60-64,F,125
1286035000,65-69,M,189
1286035000,65-69,F,163
1286035000,70-74,M,141
1286035000,70-74,F,156
1286035000,75-79,M,123
1286035000,75-79,F,152
1286035000,80-84,M,91
1286035000,80-84,F,185
1286035000,85-89,M,67
1286035000,85-89,F,161
1286035000,90-94,M,10
1286035000,90-94,F,53
1286035000,95-99,M,1
1286035000,95-99,F,9
1286035000,100+,M,0
1286035000,100+,F,2
1286036000,0-4,M,4
1286036000,0-4,F,10
1286036000,5-9,M,6
1286036000,5-9,F,23
1286036000,10-14,M,20
1286036000,10-14,F,26
1286036000,15-19,M,33
1286036000,15-19,F,34
1286036000,20-24,M,22
1286036000,20-24,F,13
1286036000,25-29,M,36
1286036000,25-29,F,26
1286036000,30-34,M,24
1286036000,30-34,F,15
1286036000,35-39,M,24
1286036000,35-39,F,30
1286036000,40-44,M,43
1286036000,40-44,F,21
1286036000,45-49,M,70
1286036000,45-49,F,34
1286036000,50-54,M,116
1286036000,50-54,F,54
1286036000,55-59,M,129
1286036000,55-59,F,69
1286036000,60-64,M,139
1286036000,60-64,F,79
1286036000,65-69,M,129
1286036000,65-69,F,96
1286036000,70-74,M,117
1286036000,70-74,F,86
1286036000,75-79,M,76
1286036000,75-79,F,73
1286036000,80-84,M,54
1286036000,80-84,F,128
1286036000,85-89,M,32
1286036000,85-89,F,99
1286036000,90-94,M,7
1286036000,90-94,F,27
1286036000,95-99,M,0
1286036000,95-99,F,3
1286036000,100+,M,0
1286036000,100+,F,0
1286036500,0-4,M,2
1286036500,0-4,F,0
1286036500,5-9,M,6
1286036500,5-9,F,2
1286036500,10-14,M,0
1286036500,10-14,F,2
1286036500,15-19,M,2
1286036500,15-19,F,0
1286036500,20-24,M,3
1286036500,20-24,F,0
1286036500,25-29,M,4
1286036500,25-29,F,2
1286036500,30-34,M,2
1286036500,30-34,F,2
1286036500,35-39,M,4
1286036500,35-39,F,2
1286036500,40-44,M,6
1286036500,40-44,F,2
1286036500,45-49,M,12
1286036500,45-49,F,3
1286036500,50-54,M,18
1286036500,50-54,F,3
1286036500,55-59,M,15
1286036500,55-59,F,5
1286036500,60-64,M,12
1286036500,60-64,F,10
1286036500,65-69,M,21
1286036500,65-69,F,10
1286036500,70-74,M,6
1286036500,70-74,F,6
1286036500,75-79,M,11
1286036500,75-79,F,10
1286036500,80-84,M,7
1286036500,80-84,F,12
1286036500,85-89,M,1
1286036500,85-89,F,19
1286036500,90-94,M,3
1286036500,90-94,F,8
1286036500,95-99,M,0
1286036500,95-99,F,1
1286036500,100+,M,0
1286036500,100+,F,0
1286036600,0-4,M,3
1286036600,0-4,F,3
1286036600,5-9,M,1
1286036600,5-9,F,3
1286036600,10-14,M,5
1286036600,10-14,F,6
1286036600,15-19,M,16
1286036600,15-19,F,8
1286036600,20-24,M,5
1286036600,20-24,F,7
1286036600,25-29,M,3
1286036600,25-29,F,2
1286036600,30-34,M,8
1286036600,30-34,F,1
1286036600,35-39,M,6
1286036600,35-39,F,5
1286036600,40-44,M,7
1286036600,40-44,F,8
1286036600,45-49,M,16
1286036600,45-49,F,11
1286036600,50-54,M,22
1286036600,50-54,F,7
1286036600,55-59,M,36
1286036600,55-59,F,13
1286036600,60-64,M,19
1286036600,60-64,F,18
1286036600,65-69,M,14
1286036600,65-69,F,19
1286036600,70-74,M,15
1286036600,70-74,F,18
1286036600,75-79,M,15
1286036600,75-79,F,16
1286036600,80-84,M,9
1286036600,80-84,F,19
1286036600,85-89,M,2
1286036600,85-89,F,16
1286036600,90-94,M,0
1286036600,90-94,F,2
1286036600,95-99,M,1
1286036600,95-99,F,1
1286036600,100+,M,0
1286036600,100+,F,0
1287025000,0-4,M,36
1287025000,0-4,F,37
1287025000,5-9,M,41
1287025000,5-9,F,36
1287025000,10-14,M,69
1287025000,10-14,F,58
1287025000,15-19,M,83
1287025000,15-19,F,81
1287025000,20-24,M,88
1287025000,20-24,F,74
1287025000,25-29,M,98
1287025000,25-29,F,56
1287025000,30-34,M,92
1287025000,30-34,F,64
1287025000,35-39,M,98
1287025000,35-39,F,65
1287025000,40-44,M,122
1287025000,40-44,F,100
1287025000,45-49,M,174
1287025000,45-49,F,110
1287025000,50-54,M,201
1287025000,50-54,F,110
1287025000,55-59,M,253
1287025000,55-59,F,186
1287025000,60-64,M,287
1287025000,60-64,F,242
1287025000,65-69,M,332
1287025000,65-69,F,256
1287025000,70-74,M,228
1287025000,70-74,F,193
1287025000,75-79,M,151
1287025000,75-79,F,168
1287025000,80-84,M,105
1287025000,80-84,F,199
1287025000,85-89,M,57
1287025000,85-89,F,166
1287025000,90-94,M,14
1287025000,90-94,F,58
1287025000,95-99,M,3
1287025000,95-99,F,17
1287025000,100+,M,0
1287025000,100+,F,1
1287025100,0-4,M,1
1287025100,0-4,F,2
1287025100,5-9,M,3
1287025100,5-9,F,2
1287025100,10-14,M,3
1287025100,10-14,F,1
1287025100,15-19,M,2
1287025100,15-19,F,2
1287025100,20-24,M,0
1287025100,20-24,F,1
1287025100,25-29,M,7
1287025100,25-29,F,1
1287025100,30-34,M,4
1287025100,30-34,F,1
1287025100,35-39,M,1
1287025100,35-39,F,7
1287025100,40-44,M,9
1287025100,40-44,F,4
1287025100,45-49,M,1
1287025100,45-49,F,3
1287025100,50-54,M,13
1287025100,50-54,F,5
1287025100,55-59,M,19
1287025100,55-59,F,15
1287025100,60-64,M,19
1287025100,60-64,F,16
1287025100,65-69,M,24
1287025100,65-69,F,12
1287025100,70-74,M,12
1287025100,70-74,F,6
1287025100,75-79,M,9
1287025100,75-79,F,10
1287025100,80-84,M,2
1287025100,80-84,F,15
1287025100,85-89,M,3
1287025100,85-89,F,13
1287025100,90-94,M,0
1287025100,90-94,F,8
1287025100,95-99,M,0
1287025100,95-99,F,1
1287025100,100+,M,0
1287025100,100+,F,0
1287025300,0-4,M,51
1287025300,0-4,F,44
1287025300,5-9,M,78
1287025300,5-9,F,43
1287025300,10-14,M,103
1287025300,10-14,F,103
1287025300,15-19,M,130
1287025300,15-19,F,133
1287025300,20-24,M,129
1287025300,20-24,F,128
1287025300,25-29,M,128
1287025300,25-29,F,93
1287025300,30-34,M,136
1287025300,30-34,F,85
1287025300,35-39,M,116
1287025300,35-39,F,96
1287025300,40-44,M,196
1287025300,40-44,F,139
1287025300,45-49,M,218
1287025300,45-49,F,159
1287025300,50-54,M,291
1287025300,50-54,F,207
1287025300,55-59,M,350
1287025300,55-59,F,276
1287025300,60-64,M,412
1287025300,60-64,F,363
1287025300,65-69,M,452
1287025300,65-69,F,404
1287025300,70-74,M,303
1287025300,70-74,F,239
1287025300,75-79,M,208
1287025300,75-79,F,192
1287025300,80-84,M,111
1287025300,80-84,F,186
1287025300,85-89,M,81
1287025300,85-89,F,146
1287025300,90-94,M,18
1287025300,90-94,F,48
1287025300,95-99,M,2
1287025300,95-99,F,17
1287025300,100+,M,0
1287025300,100+,F,1
1287025400,0-4,M,1
1287025400,0-4,F,1
1287025400,5-9,M,6
1287025400,5-9,F,2
1287025400,10-14,M,3
1287025400,10-14,F,6
1287025400,15-19,M,5
1287025400,15-19,F,4
1287025400,20-24,M,3
1287025400,20-24,F,1
1287025400,25-29,M,0
1287025400,25-29,F,1
1287025400,30-34,M,1
1287025400,30-34,F,3
1287025400,35-39,M,4
1287025400,35-39,F,5
1287025400,40-44,M,9
1287025400,40-44,F,3
1287025400,45-49,M,10
1287025400,45-49,F,4
1287025400,50-54,M,10
1287025400,50-54,F,5
1287025400,55-59,M,14
1287025400,55-59,F,12
1287025400,60-64,M,20
1287025400,60-64,F,12
1287025400,65-69,M,31
1287025400,65-69,F,14
1287025400,70-74,M,16
1287025400,70-74,F,19
1287025400,75-79,M,7
1287025400,75-79,F,12
1287025400,80-84,M,7
1287025400,80-84,F,18
1287025400,85-89,M,3
1287025400,85-89,F,11
1287025400,90-94,M,0
1287025400,90-94,F,3
1287025400,95-99,M,0
1287025400,95-99,F,1
1287025400,100+,M,0
1287025400,100+,F,0
1287025500,0-4,M,0
1287025500,0-4,F,3
1287025500,5-9,M,5
1287025500,5-9,F,1
1287025500,10-14,M,5
1287025500,10-14,F,5
1287025500,15-19,M,2
1287025500,15-19,F,6
1287025500,20-24,M,4
1287025500,20-24,F,4
1287025500,25-29,M,8
1287025500,25-29,F,1
1287025500,30-34,M,2
1287025500,30-34,F,5
1287025500,35-39,M,5
1287025500,35-39,F,0
1287025500,40-44,M,9
1287025500,40-44,F,5
1287025500,45-49,M,8
1287025500,45-49,F,9
1287025500,50-54,M,17
1287025500,50-54,F,5
1287025500,55-59,M,9
1287025500,55-59,F,8
1287025500,60-64,M,16
1287025500,60-64,F,19
1287025500,65-69,M,13
1287025500,65-69,F,11
1287025500,70-74,M,14
1287025500,70-74,F,11
1287025500,75-79,M,13
1287025500,75-79,F,12
1287025500,80-84,M,7
1287025500,80-84,F,9
1287025500,85-89,M,4
1287025500,85-89,F,5
1287025500,90-94,M,2
1287025500,90-94,F,3
1287025500,95-99,M,0
1287025500,95-99,F,0
1287025500,100+,M,0
1287025500,100+,F,0
1287031000,0-4,M,6
1287031000,0-4,F,7
1287031000,5-9,M,12
1287031000,5-9,F,7
1287031000,10-14,M,10
1287031000,10-14,F,12
1287031000,15-19,M,21
1287031000,15-19,F,27
1287031000,20-24,M,28
1287031000,20-24,F,18
1287031000,25-29,M,26
1287031000,25-29,F,17
1287031000,30-34,M,26
1287031000,30-34,F,16
1287031000,35-39,M,21
1287031000,35-39,F,15
1287031000,40-44,M,43
1287031000,40-44,F,21
1287031000,45-49,M,65
1287031000,45-49,F,32
1287031000,50-54,M,90
1287031000,50-54,F,44
1287031000,55-59,M,119
1287031000,55-59,F,64
1287031000,60-64,M,124
1287031000,60-64,F,83
1287031000,65-69,M,89
1287031000,65-69,F,72
1287031000,70-74,M,63
1287031000,70-74,F,66
1287031000,75-79,M,49
1287031000,75-79,F,55
1287031000,80-84,M,55
1287031000,80-84,F,84
1287031000,85-89,M,19
1287031000,85-89,F,55
1287031000,90-94,M,5
1287031000,90-94,F,23
1287031000,95-99,M,0
1287031000,95-99,F,2
1287031000,100+,M,0
1287031000,100+,F,1
1287031500,0-4,M,0
1287031500,0-4,F,1
1287031500,5-9,M,3
1287031500,5-9,F,4
1287031500,10-14,M,1
1287031500,10-14,F,2
1287031500,15-19,M,3
1287031500,15-19,F,2
1287031500,20-24,M,9
1287031500,20-24,F,1
1287031500,25-29,M,6
1287031500,25-29,F,7
1287031500,30-34,M,6
1287031500,30-34,F,6
1287031500,35-39,M,10
1287031500,35-39,F,0
1287031500,40-44,M,6
1287031500,40-44,F,1
1287031500,45-49,M,15
1287031500,45-49,F,5
1287031500,50-54,M,14
1287031500,50-54,F,7
1287031500,55-59,M,22
1287031500,55-59,F,10
1287031500,60-64,M,26
1287031500,60-64,F,16
1287031500,65-69,M,22
1287031500,65-69,F,18
1287031500,70-74,M,14
1287031500,70-74,F,17
1287031500,75-79,M,9
1287031500,75-79,F,12
1287031500,80-84,M,12
1287031500,80-84,F,14
1287031500,85-89,M,3
1287031500,85-89,F,8
1287031500,90-94,M,2
1287031500,90-94,F,2
1287031500,95-99,M,0
1287031500,95-99,F,0
1287031500,100+,M,0
1287031500,100+,F,0
1287032000,0-4,M,25
1287032000,0-4,F,34
1287032000,5-9,M,34
1287032000,5-9,F,32
1287032000,10-14,M,66
1287032000,10-14,F,58
1287032000,15-19,M,72
1287032000,15-19,F,67
1287032000,20-24,M,73
1287032000,20-24,F,68
1287032000,25-29,M,80
1287032000,25-29,F,57
1287032000,30-34,M,61
1287032000,30-34,F,36
1287032000,35-39,M,57
1287032000,35-39,F,38
1287032000,40-44,M,77
1287032000,40-44,F,63
1287032000,45-49,M,159
1287032000,45-49,F,82
1287032000,50-54,M,185
1287032000,50-54,F,122
1287032000,55-59,M,209
1287032000,55-59,F,140
1287032000,60-64,M,215
1287032000,60-64,F,143
1287032000,65-69,M,192
1287032000,65-69,F,164
1287032000,70-74,M,143
1287032000,70-74,F,150
1287032000,75-79,M,101
1287032000,75-79,F,121
1287032000,80-84,M,76
1287032000,80-84,F,121
1287032000,85-89,M,27
1287032000,85-89,F,89
1287032000,90-94,M,5
1287032000,90-94,F,32
1287032000,95-99,M,0
1287032000,95-99,F,3
1287032000,100+,M,0
1287032000,100+,F,2
1287033000,0-4,M,12
1287033000,0-4,F,28
1287033000,5-9,M,30
1287033000,5-9,F,24
1287033000,10-14,M,44
1287033000,10-14,F,26
1287033000,15-19,M,54
1287033000,15-19,F,39
1287033000,20-24,M,40
1287033000,20-24,F,51
1287033000,25-29,M,50
1287033000,25-29,F,39
1287033000,30-34,M,42
1287033000,30-34,F,28
1287033000,35-39,M,43
1287033000,35-39,F,46
1287033000,40-44,M,75
1287033000,40-44,F,38
1287033000,45-49,M,79
1287033000,45-49,F,50
1287033000,50-54,M,111
1287033000,50-54,F,87
1287033000,55-59,M,160
1287033000,55-59,F,132
1287033000,60-64,M,184
1287033000,60-64,F,155
1287033000,65-69,M,173
1287033000,65-69,F,169
1287033000,70-74,M,113
1287033000,70-74,F,104
1287033000,75-79,M,96
1287033000,75-79,F,86
1287033000,80-84,M,63
1287033000,80-84,F,97
1287033000,85-89,M,41
1287033000,85-89,F,70
1287033000,90-94,M,15
1287033000,90-94,F,27
1287033000,95-99,M,1
1287033000,95-99,F,3
1287033000,100+,M,0
1287033000,100+,F,0
1287034000,0-4,M,21
1287034000,0-4,F,22
1287034000,5-9,M,38
1287034000,5-9,F,33
1287034000,10-14,M,52
1287034000,10-14,F,38
1287034000,15-19,M,59
1287034000,15-19,F,79
1287034000,20-24,M,75
1287034000,20-24,F,47
1287034000,25-29,M,62
1287034000,25-29,F,52
1287034000,30-34,M,54
1287034000,30-34,F,50
1287034000,35-39,M,72
1287034000,35-39,F,38
1287034000,40-44,M,105
1287034000,40-44,F,70
1287034000,45-49,M,130
1287034000,45-49,F,85
1287034000,50-54,M,163
1287034000,50-54,F,107
1287034000,55-59,M,234
1287034000,55-59,F,156
1287034000,60-64,M,247
1287034000,60-64,F,156
1287034000,65-69,M,254
1287034000,65-69,F,193
1287034000,70-74,M,170
1287034000,70-74,F,152
1287034000,75-79,M,129
1287034000,75-79,F,138
1287034000,80-84,M,98
1287034000,80-84,F,139
1287034000,85-89,M,34
1287034000,85-89,F,100
1287034000,90-94,M,9
1287034000,90-94,F,44
1287034000,95-99,M,1
1287034000,95-99,F,15
1287034000,100+,M,0
1287034000,100+,F,2
1287034500,0-4,M,0
1287034500,0-4,F,0
1287034500,5-9,M,0
1287034500,5-9,F,0
1287034500,10-14,M,2
1287034500,10-14,F,2
1287034500,15-19,M,6
1287034500,15-19,F,1
1287034500,20-24,M,1
1287034500,20-24,F,4
1287034500,25-29,M,2
1287034500,25-29,F,3
1287034500,30-34,M,4
1287034500,30-34,F,0
1287034500,35-39,M,1
1287034500,35-39,F,1
1287034500,40-44,M,2
1287034500,40-44,F,1
1287034500,45-49,M,5
1287034500,45-49,F,2
1287034500,50-54,M,6
1287034500,50-54,F,7
1287034500,55-59,M,13
1287034500,55-59,F,6
1287034500,60-64,M,9
1287034500,60-64,F,0
1287034500,65-69,M,13
1287034500,65-69,F,4
1287034500,70-74,M,4
1287034500,70-74,F,6
1287034500,75-79,M,5
1287034500,75-79,F,6
1287034500,80-84,M,6
1287034500,80-84,F,9
1287034500,85-89,M,4
1287034500,85-89,F,5
1287034500,90-94,M,1
1287034500,90-94,F,3
1287034500,95-99,M,0
1287034500,95-99,F,0
1287034500,100+,M,0
1287034500,100+,F,0
1287035000,0-4,M,21
1287035000,0-4,F,13
1287035000,5-9,M,20
1287035000,5-9,F,23
1287035000,10-14,M,37
1287035000,10-14,F,34
1287035000,15-19,M,61
1287035000,15-19,F,74
1287035000,20-24,M,48
1287035000,20-24,F,51
1287035000,25-29,M,61
1287035000,25-29,F,29
1287035000,30-34,M,35
1287035000,30-34,F,20
1287035000,35-39,M,38
1287035000,35-39,F,28
1287035000,40-44,M,56
1287035000,40-44,F,35
1287035000,45-49,M,83
1287035000,45-49,F,55
1287035000,50-54,M,109
1287035000,50-54,F,77
1287035000,55-59,M,135
1287035000,55-59,F,76
1287035000,60-64,M,134
1287035000,60-64,F,95
1287035000,65-69,M,167
1287035000,65-69,F,119
1287035000,70-74,M,102
1287035000,70-74,F,92
1287035000,75-79,M,81
1287035000,75-79,F,86
1287035000,80-84,M,73
1287035000,80-84,F,91
1287035000,85-89,M,42
1287035000,85-89,F,96
1287035000,90-94,M,8
1287035000,90-94,F,38
1287035000,95-99,M,2
1287035000,95-99,F,4
1287035000,100+,M,0
1287035000,100+,F,0
1287035500,0-4,M,1
1287035500,0-4,F,2
1287035500,5-9,M,5
1287035500,5-9,F,1
1287035500,10-14,M,5
1287035500,10-14,F,3
1287035500,15-19,M,1
1287035500,15-19,F,2
1287035500,20-24,M,5
1287035500,20-24,F,2
1287035500,25-29,M,5
1287035500,25-29,F,1
1287035500,30-34,M,2
1287035500,30-34,F,4
1287035500,35-39,M,5
1287035500,35-39,F,6
1287035500,40-44,M,3
1287035500,40-44,F,4
1287035500,45-49,M,4
1287035500,45-49,F,8
1287035500,50-54,M,17
1287035500,50-54,F,1
1287035500,55-59,M,14
1287035500,55-59,F,12
1287035500,60-64,M,26
1287035500,60-64,F,12
1287035500,65-69,M,15
1287035500,65-69,F,13
1287035500,70-74,M,8
1287035500,70-74,F,10
1287035500,75-79,M,13
1287035500,75-79,F,7
1287035500,80-84,M,3
1287035500,80-84,F,6
1287035500,85-89,M,1
1287035500,85-89,F,4
1287035500,90-94,M,0
1287035500,90-94,F,4
1287035500,95-99,M,0
1287035500,95-99,F,1
1287035500,100+,M,0
1287035500,100+,F,0
1287036000,0-4,M,21
1287036000,0-4,F,12
1287036000,5-9,M,13
1287036000,5-9,F,23
1287036000,10-14,M,18
1287036000,10-14,F,27
1287036000,15-19,M,31
1287036000,15-19,F,35
1287036000,20-24,M,50
1287036000,20-24,F,29
1287036000,25-29,M,59
1287036000,25-29,F,31
1287036000,30-34,M,63
1287036000,30-34,F,31
1287036000,35-39,M,42
1287036000,35-39,F,23
1287036000,40-44,M,73
1287036000,40-44,F,24
1287036000,45-49,M,92
1287036000,45-49,F,49
1287036000,50-54,M,133
1287036000,50-54,F,55
1287036000,55-59,M,152
1287036000,55-59,F,80
1287036000,60-64,M,153
1287036000,60-64,F,86
1287036000,65-69,M,117
1287036000,65-69,F,77
1287036000,70-74,M,96
1287036000,70-74,F,73
1287036000,75-79,M,79
1287036000,75-79,F,92
1287036000,80-84,M,43
1287036000,80-84,F,63
1287036000,85-89,M,21
1287036000,85-89,F,62
1287036000,90-94,M,4
1287036000,90-94,F,23
1287036000,95-99,M,0
1287036000,95-99,F,7
1287036000,100+,M,0
1287036000,100+,F,3
1287036500,0-4,M,0
1287036500,0-4,F,3
1287036500,5-9,M,2
1287036500,5-9,F,1
1287036500,10-14,M,2
1287036500,10-14,F,3
1287036500,15-19,M,4
1287036500,15-19,F,2
1287036500,20-24,M,6
1287036500,20-24,F,2
1287036500,25-29,M,17
1287036500,25-29,F,4
1287036500,30-34,M,10
1287036500,30-34,F,4
1287036500,35-39,M,9
1287036500,35-39,F,2
1287036500,40-44,M,22
1287036500,40-44,F,4
1287036500,45-49,M,19
1287036500,45-49,F,5
1287036500,50-54,M,33
1287036500,50-54,F,14
1287036500,55-59,M,36
1287036500,55-59,F,11
1287036500,60-64,M,27
1287036500,60-64,F,19
1287036500,65-69,M,17
1287036500,65-69,F,15
1287036500,70-74,M,11
1287036500,70-74,F,9
1287036500,75-79,M,4
1287036500,75-79,F,11
1287036500,80-84,M,4
1287036500,80-84,F,10
1287036500,85-89,M,2
1287036500,85-89,F,6
